pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
6221	Algumas pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	As pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	ENTAILMENT	4.9	A_entails_B	B_entails_A	Some people at a drag race are looking at the flames that are coming out of the cars	People at a drag race are looking at the flames that are coming out of the cars	FLICKR	FLICKR	TEST
6222	As pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	As pessoas em uma corrida de arrancada estão fugindo das chamas que estão saindo dos carros	NEUTRAL	3.5	A_neutral_B	B_neutral_A	People at a drag race are looking at the flames that are coming out of the cars	People at a drag race are running away from the flames that are coming out of the cars	FLICKR	FLICKR	TEST
6223	Uma multidão está assistindo dois carros projetados para corrida que estão deixando a linha de partida	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	ENTAILMENT	4.7	A_entails_B	B_entails_A	The crowd is watching two cars designed for racing that are leaving the starting line	The crowd is watching two racing cars that are leaving the starting line	FLICKR	FLICKR	TEST
6224	A multidão não está assistindo dois carros de corrida que estão atravessando a linha de partida	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	The crowd is not watching two racing cars that are leaving the starting line	The crowd is watching two racing cars that are leaving the starting line	FLICKR	FLICKR	TRAIN
6225	Uma multidão está assistindo dois carros projetados para corrida que estão deixando a linha de partida	As pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	NEUTRAL	3.4	A_neutral_B	B_neutral_A	The crowd is watching two cars designed for racing that are leaving the starting line	People at a drag race are looking at the flames that are coming out of the cars	FLICKR	FLICKR	TRAIN
6226	As pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	A multidão não está assistindo dois carros de corrida que estão atravessando a linha de partida	NEUTRAL	3.6	A_neutral_B	B_neutral_A	People at a drag race are looking at the flames that are coming out of the cars	The crowd is not watching two racing cars that are leaving the starting line	FLICKR	FLICKR	TEST
6227	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	Algumas pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	NEUTRAL	3.2	A_neutral_B	B_neutral_A	The crowd is watching two racing cars that are leaving the starting line	Some people at a drag race are looking at the flames that are coming out of the cars	FLICKR	FLICKR	TEST
6228	As pessoas em uma corrida de arrancada estão fugindo das chamas que estão saindo dos carros	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	NEUTRAL	2.6	A_neutral_B	B_neutral_A	People at a drag race are running away from the flames that are coming out of the cars	The crowd is watching two racing cars that are leaving the starting line	FLICKR	FLICKR	TRIAL
6229	A multidão está assistindo dois carros de corrida que estão deixando a linha de partida	As pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros	NEUTRAL	3.3	A_neutral_B	B_neutral_A	The crowd is watching two racing cars that are leaving the starting line	People at a drag race are looking at the flames that are coming out of the cars	FLICKR	FLICKR	TEST
6230	Dois cachorros estão brincando alegremente na grama	Dois cachorros estão brincando juntos na grama	ENTAILMENT	4.5	A_entails_B	B_neutral_A	Two dogs are cheerfully playing together on the grass	Two dogs are playing together on the grass	FLICKR	FLICKR	TEST
6231	Dois cachorros estão brincando juntos na grama	Dois cachorros estão descansando juntos na grama	NEUTRAL	3.3	A_neutral_B	B_contradicts_A	Two dogs are playing together on the grass	Two dogs are resting together in the grass	FLICKR	FLICKR	TRIAL
6232	Um cachorro grande e um cachorro branco pequenino estão brincando juntos	Um cachorro grande e um cachorro pequenino com pelagem branca estão brincando juntos	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A big dog and a small white dog are playing together	A big dog and a small dog with a white coat are playing together	FLICKR	FLICKR	TRAIN
6233	Um cachorro grande e um cachorro branco pequenino estão caminhando um em direção ao outro	Um cachorro grande e um cachorro branco pequenino estão brincando juntos	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A big dog and a small white dog are walking past each other	A big dog and a small white dog are playing together	FLICKR	FLICKR	TRAIN
6234	Dois cachorros estão brincando juntos na grama	Um cachorro grande e um cachorro pequenino com pelagem branca estão brincando juntos	NEUTRAL	3.8	A_neutral_B	B_neutral_A	Two dogs are playing together on the grass	A big dog and a small dog with a white coat are playing together	FLICKR	FLICKR	TRAIN
6235	Dois cachorros estão brincando juntos na grama	Um cachorro grande e um cachorro branco pequenino estão caminhando um em direção ao outro	NEUTRAL	3.1	A_neutral_B	B_neutral_A	Two dogs are playing together on the grass	A big dog and a small white dog are walking past each other	FLICKR	FLICKR	TEST
6236	Dois cachorros estão brincando alegremente na grama	Um cachorro grande e um cachorro branco pequenino estão brincando juntos	NEUTRAL	4.1	A_neutral_B	B_neutral_A	Two dogs are cheerfully playing together on the grass	A big dog and a small white dog are playing together	FLICKR	FLICKR	TRAIN
6237	Um cachorro grande e um cachorro branco pequenino estão brincando juntos	Dois cachorros estão descansando juntos na grama	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A big dog and a small white dog are playing together	Two dogs are resting together in the grass	FLICKR	FLICKR	TEST
6238	Um cachorro grande e um cachorro branco pequenino estão brincando juntos	Dois cachorros estão brincando juntos na grama	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A big dog and a small white dog are playing together	Two dogs are playing together on the grass	FLICKR	FLICKR	TEST
6239	Um cachorro, que é castanho, está pulando no ar	Um cachorro castanho está pulando no ar	ENTAILMENT	4.9	A_entails_B	B_entails_A	A dog, which is brown, is jumping in the air	A brown dog is jumping in the air	FLICKR	FLICKR	TRAIN
6240	Um cachorro castanho está pulando no ar	Um cachorro castanho está sentado	NEUTRAL	2.5	A_neutral_B	B_contradicts_A	A brown dog is jumping in the air	A brown dog is sitting down	FLICKR	FLICKR	TEST
6241	Um cachorro aparentemente desnutrido está em pé nas patas de trás e se preparando para pular	O cachorro de aparência desnutrida está de pé nas patas traseiras e está se preparando para pular	ENTAILMENT	5	A_entails_B	B_entails_A	A malnourished looking dog is standing on its hind legs and preparing to jump	The malnourished looking dog is standing on its hind legs and is preparing to jump	FLICKR	FLICKR	TRAIN
6242	Um cachorro de aparência saudável está deitado no chão	Um cachorro aparentemente desnutrido está em pé nas patas de trás e se preparando para pular	NEUTRAL	3	A_neutral_B	B_neutral_A	A healthy looking dog is lying on the ground	A malnourished looking dog is standing on its hind legs and preparing to jump	FLICKR	FLICKR	TRAIN
6243	O cachorro de aparência desnutrida está de pé nas patas traseiras e está se preparando para pular	Um cachorro castanho está pulando no ar	NEUTRAL	2.9	A_neutral_B	B_neutral_A	The malnourished looking dog is standing on its hind legs and is preparing to jump	A brown dog is jumping in the air	FLICKR	FLICKR	TRAIN
6244	Um cachorro castanho está pulando no ar	Um cachorro de aparência saudável está deitado no chão	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A brown dog is jumping in the air	A healthy looking dog is lying on the ground	FLICKR	FLICKR	TEST
6245	Um cachorro, que é castanho, está pulando no ar	Um cachorro aparentemente desnutrido está em pé nas patas de trás e se preparando para pular	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A dog, which is brown, is jumping in the air	A malnourished looking dog is standing on its hind legs and preparing to jump	FLICKR	FLICKR	TEST
6246	Um cachorro castanho está sentado	Um cachorro aparentemente desnutrido está em pé nas patas de trás e se preparando para pular	NEUTRAL	2.5	A_neutral_B	B_neutral_A	A brown dog is sitting down	A malnourished looking dog is standing on its hind legs and preparing to jump	FLICKR	FLICKR	TRAIN
6247	Um cachorro castanho está pulando no ar	Um cachorro aparentemente desnutrido está em pé nas patas de trás e se preparando para pular	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A brown dog is jumping in the air	A malnourished looking dog is standing on its hind legs and preparing to jump	FLICKR	FLICKR	TEST
6248	O policial está sentado na bicicleta de polícia	O policial está sentado em uma bicicleta de policial	ENTAILMENT	4.8	A_entails_B	B_entails_A	The cop is sitting on a police bike	The cop is sitting on a police bicycle	FLICKR	FLICKR	TRAIN
6249	O tira não está sentado em uma bicicleta de policial	O policial está sentado na bicicleta de polícia	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	The cop is not sitting on a police bike	The cop is sitting on a police bike	FLICKR	FLICKR	TRAIN
6250	Um policial está sentado cansadamente em uma motocicleta	Um policial está sentado em uma motocicleta	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A policeman is sitting tiredly on a motorcycle	A policeman is sitting on a motorcycle	FLICKR	FLICKR	TRAIN
6251	Um policial está sentado em uma motocicleta	Um policial está desmontando de uma moto	CONTRADICTION	2.7	A_contradicts_B	B_contradicts_A	A policeman is sitting on a motorcycle	A policeman is getting off of a motorcycle	FLICKR	FLICKR	TEST
6252	Um policial está sentado em uma motocicleta	Um motociclista está sentado próximo a um policial homem	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A policeman is sitting on a motorcycle	A motorcyclist is sitting by a police man	FLICKR	FLICKR	TEST
6253	Um policial está sentado cansadamente em uma motocicleta	O policial está sentado na bicicleta de polícia	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A policeman is sitting tiredly on a motorcycle	The cop is sitting on a police bike	FLICKR	FLICKR	TRAIN
6254	Um policial está desmontando de uma moto	O policial está sentado na bicicleta de polícia	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A policeman is getting off of a motorcycle	The cop is sitting on a police bike	FLICKR	FLICKR	TEST
6255	O policial está sentado na bicicleta de polícia	Um motociclista está sentado próximo a um policial homem	NEUTRAL	2.8	A_neutral_B	B_neutral_A	The cop is sitting on a police bike	A motorcyclist is sitting by a police man	FLICKR	FLICKR	TEST
6256	O policial está sentado em uma bicicleta de policial	Um policial está sentado em uma motocicleta	NEUTRAL	4.2	A_neutral_B	B_neutral_A	The cop is sitting on a police bicycle	A policeman is sitting on a motorcycle	FLICKR	FLICKR	TEST
6257	Um policial está sentado em uma motocicleta	O tira não está sentado em uma bicicleta de policial	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A policeman is sitting on a motorcycle	The cop is not sitting on a police bike	FLICKR	FLICKR	TEST
6258	Um policial está sentado em uma motocicleta	O policial está sentado na bicicleta de polícia	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A policeman is sitting on a motorcycle	The cop is sitting on a police bike	FLICKR	FLICKR	TRAIN
6259	Duas mulheres estão usando biquínis na praia de areia	Duas mulheres estão usando biquínis na praia que é arenosa	ENTAILMENT	4.9	A_entails_B	B_entails_A	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis on the beach which is sandy	FLICKR	FLICKR	TRAIN
6260	Duas mulheres estão usando biquínis na praia de areia	Não tem mulheres usando biquínis na praia de areia	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	Two women are wearing bikinis on the sandy beach	There are no women wearing bikinis on the sandy beach	FLICKR	FLICKR	TEST
6261	Duas mulheres estão usando biquínis e andando na areia	Duas mulheres estão vestindo biquínis e estão andando na areia	ENTAILMENT	5	A_entails_B	B_entails_A	Two women are wearing bikinis and walking on the sand	Two women are wearing bikinis and are walking on the sand	FLICKR	FLICKR	TEST
6262	Duas mulheres estão nuas e de pé na areia	Duas mulheres estão vestindo biquínis e estão andando na areia	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	Two women are naked and are standing on the sand	Two women are wearing bikinis and are walking on the sand	FLICKR	FLICKR	TEST
6263	Duas mulheres estão usando biquínis na praia de areia	Duas mulheres estão usando biquínis e andando na areia	NEUTRAL	4.4	A_neutral_B	B_neutral_A	Two women are wearing bikinis on the sandy beach	Two women are wearing bikinis and walking on the sand	FLICKR	FLICKR	TRAIN
6264	Duas mulheres estão usando biquínis na praia de areia	Duas mulheres estão nuas e de pé na areia	NEUTRAL	3	A_neutral_B	B_neutral_A	Two women are wearing bikinis on the sandy beach	Two women are naked and are standing on the sand	FLICKR	FLICKR	TEST
6265	Duas mulheres estão vestindo biquínis e estão andando na areia	Duas mulheres estão usando biquínis na praia que é arenosa	ENTAILMENT	4.4	A_entails_B	B_neutral_A	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the beach which is sandy	FLICKR	FLICKR	TEST
6266	Duas mulheres estão vestindo biquínis e estão andando na areia	Não tem mulheres usando biquínis na praia de areia	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	Two women are wearing bikinis and are walking on the sand	There are no women wearing bikinis on the sandy beach	FLICKR	FLICKR	TRAIN
6267	Duas mulheres estão vestindo biquínis e estão andando na areia	Duas mulheres estão usando biquínis na praia de areia	ENTAILMENT	4.3	A_entails_B	B_neutral_A	Two women are wearing bikinis and are walking on the sand	Two women are wearing bikinis on the sandy beach	FLICKR	FLICKR	TRAIN
6268	Um cachorro está nadando em um lago e o sol está brilhando nele	O cachorro está nadando em um lago e o sol está brilhando nele	ENTAILMENT	4.9	A_entails_B	B_entails_A	A dog is swimming in a lake and the sun is shining on him	The dog is swimming in a lake and the sun is shining on him	FLICKR	FLICKR	TEST
6269	Um cachorro está nadando em um lago e o sol está brilhando nele	Não tem nenhum cachorro nadando em um lago com luz do sol refletindo nele	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A dog is swimming in a lake and the sun is shining on him	There is no dog swimming in a lake with sunshine shining on him	FLICKR	FLICKR	TEST
6270	Um cachorro com pelagem dourada está nadando desajeitadamente na água	Um cachorro de pelagem dourada está nadando pela água	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A dog with a golden coat is swimming clumsily through the water	A dog with a golden coat is swimming through the water	FLICKR	FLICKR	TEST
6271	Um cachorro com pelagem dourada está saindo da água	Um cachorro de pelagem dourada está nadando pela água	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A dog with a golden coat is walking out of the water	A dog with a golden coat is swimming through the water	FLICKR	FLICKR	TEST
6272	Um cachorro com pelagem dourada está nadando desajeitadamente na água	Um cachorro está nadando em um lago e o sol está brilhando nele	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A dog with a golden coat is swimming clumsily through the water	A dog is swimming in a lake and the sun is shining on him	FLICKR	FLICKR	TRAIN
6273	Um cachorro está nadando em um lago e o sol está brilhando nele	Um cachorro com pelagem dourada está saindo da água	NEUTRAL	3.4	A_contradicts_B	B_neutral_A	A dog is swimming in a lake and the sun is shining on him	A dog with a golden coat is walking out of the water	FLICKR	FLICKR	TEST
6274	O cachorro está nadando em um lago e o sol está brilhando nele	Um cachorro de pelagem dourada está nadando pela água	NEUTRAL	3.9	A_neutral_B	B_neutral_A	The dog is swimming in a lake and the sun is shining on him	A dog with a golden coat is swimming through the water	FLICKR	FLICKR	TEST
6275	Um cachorro de pelagem dourada está nadando pela água	Não tem nenhum cachorro nadando em um lago com luz do sol refletindo nele	NEUTRAL	2.9	A_neutral_B	B_contradicts_A	A dog with a golden coat is swimming through the water	There is no dog swimming in a lake with sunshine shining on him	FLICKR	FLICKR	TEST
6276	Um cachorro de pelagem dourada está nadando pela água	Um cachorro está nadando em um lago e o sol está brilhando nele	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A dog with a golden coat is swimming through the water	A dog is swimming in a lake and the sun is shining on him	FLICKR	FLICKR	TEST
6277	Um cachorro, que tem pelagem preta, está correndo na grama e sua língua está saindo para fora da boca	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	ENTAILMENT	4.8	A_entails_B	B_entails_A	A dog, which has a black coat, is running in the grass and its tongue is hanging out	A black dog is running in the grass and its tongue is hanging out	FLICKR	FLICKR	TEST
6278	Um cachorro preto está sentado na grama e mantendo a boca fechada	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass and its tongue is hanging out	FLICKR	FLICKR	TRAIN
6279	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	O cachorro preto está passeando na grama e correndo com sua língua para fora	ENTAILMENT	4.6	A_entails_B	B_entails_A	A black dog is running in the grass and its tongue is hanging out	A black dog is hanging out in the grass and running with its tongue out	FLICKR	FLICKR	TEST
6280	Um cachorro, que é preto, está correndo na grama	Um cachorro preto está correndo na grama	ENTAILMENT	5	A_entails_B	B_entails_A	A dog, which is black, is running in the grass	A black dog is running in the grass	FLICKR	FLICKR	TRIAL
6281	Um cachorro preto está correndo na grama	Um cachorro preto está deitado na grama	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A black dog is running in the grass	A black dog is lying in the grass	FLICKR	FLICKR	TEST
6282	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	Um cachorro, que é preto, está correndo na grama	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A black dog is running in the grass and its tongue is hanging out	A dog, which is black, is running in the grass	FLICKR	FLICKR	TEST
6283	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	Um cachorro preto está deitado na grama	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	A black dog is running in the grass and its tongue is hanging out	A black dog is lying in the grass	FLICKR	FLICKR	TEST
6284	Um cachorro, que tem pelagem preta, está correndo na grama e sua língua está saindo para fora da boca	Um cachorro preto está correndo na grama	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A dog, which has a black coat, is running in the grass and its tongue is hanging out	A black dog is running in the grass	FLICKR	FLICKR	TEST
6285	Um cachorro preto está sentado na grama e mantendo a boca fechada	Um cachorro preto está correndo na grama	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A black dog is sitting in the grass and keeping its mouth closed	A black dog is running in the grass	FLICKR	FLICKR	TEST
6286	O cachorro preto está passeando na grama e correndo com sua língua para fora	Um cachorro preto está correndo na grama	ENTAILMENT	4.8	A_entails_B	B_entails_A	A black dog is hanging out in the grass and running with its tongue out	A black dog is running in the grass	FLICKR	FLICKR	TRAIN
6287	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	Um cachorro preto está correndo na grama	ENTAILMENT	4.9	A_entails_B	B_neutral_A	A black dog is running in the grass and its tongue is hanging out	A black dog is running in the grass	FLICKR	FLICKR	TRIAL
6288	Os líderes de torcida estão desfilando e vestindo uniformes que são pretos, rosas e brancos	Os líderes de torcida estão desfilando e vestindo uniformes pretos, rosas e brancos	ENTAILMENT	4.8	A_entails_B	B_entails_A	The cheerleaders are parading and wearing uniforms which are black, pink and white	The cheerleaders are parading and wearing black, pink and white uniforms	FLICKR	FLICKR	TRAIN
6289	Os líderes de torcida não estão desfilando e não estão vestindo uniformes pretos, rosas e brancos	Os líderes de torcida estão desfilando e vestindo uniformes pretos, rosas e brancos	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	The cheerleaders are not parading and are not wearing black, pink and white uniforms	The cheerleaders are parading and wearing black, pink and white uniforms	FLICKR	FLICKR	TEST
6290	Um grande grupo de líderes de torcida está andando em um desfile	Muitos líderes de torcida estão andando no desfile	ENTAILMENT	4.8	A_entails_B	B_entails_A	A large group of cheerleaders is walking in a parade	Many cheerleaders are walking in a parade	FLICKR	FLICKR	TRAIN
6291	Um grande grupo de líderes de torcida está andando em um desfile	Não tem nenhum grande grupo de líderes de torcida andando em um desfile	CONTRADICTION	4.4	A_contradicts_B	B_contradicts_A	A large group of cheerleaders is walking in a parade	There is no large group of cheerleaders walking in a parade	FLICKR	FLICKR	TRAIN
6292	Muitos líderes de torcida estão andando no desfile	Os líderes de torcida estão desfilando e vestindo uniformes pretos, rosas e brancos	NEUTRAL	3.6	A_neutral_B	B_neutral_A	Many cheerleaders are walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	FLICKR	FLICKR	TRAIN
6293	Não tem nenhum grande grupo de líderes de torcida andando em um desfile	Os líderes de torcida estão desfilando e vestindo uniformes pretos, rosas e brancos	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	There is no large group of cheerleaders walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	FLICKR	FLICKR	TRAIN
6294	Um grande grupo de líderes de torcida está andando em um desfile	Os líderes de torcida estão desfilando e vestindo uniformes que são pretos, rosas e brancos	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A large group of cheerleaders is walking in a parade	The cheerleaders are parading and wearing uniforms which are black, pink and white	FLICKR	FLICKR	TEST
6295	Um grande grupo de líderes de torcida está andando em um desfile	Os líderes de torcida não estão desfilando e não estão vestindo uniformes pretos, rosas e brancos	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A large group of cheerleaders is walking in a parade	The cheerleaders are not parading and are not wearing black, pink and white uniforms	FLICKR	FLICKR	TRAIN
6296	Um grande grupo de líderes de torcida está andando em um desfile	Os líderes de torcida estão desfilando e vestindo uniformes pretos, rosas e brancos	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A large group of cheerleaders is walking in a parade	The cheerleaders are parading and wearing black, pink and white uniforms	FLICKR	FLICKR	TEST
6297	O homem está sentado do lado de fora sob um guarda-chuva roxo	O homem está sentado ao ar livre sob um guarda-chuva roxo	ENTAILMENT	5	A_entails_B	B_entails_A	The man is sitting outside under a purple umbrella	The man is sitting outdoors under a purple umbrella	FLICKR	FLICKR	TRAIN
6298	O homem está sentado em uma área coberta	O homem está sentado do lado de fora sob um guarda-chuva roxo	NEUTRAL	2.6	A_neutral_B	B_contradicts_A	The man is sitting indoors	The man is sitting outside under a purple umbrella	FLICKR	FLICKR	TEST
6299	Uma mulher descalça está sentada em uma manta embaixo de um guarda-chuva lilás	Uma mulher, sem sapato, está sentada com um cobertor sob um guarda-chuva lilás	ENTAILMENT	4.8	A_entails_B	B_entails_A	A shoeless woman is sitting on a blanket under a lavender umbrella	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	FLICKR	FLICKR	TRAIN
6300	Uma mulher descalça está sentada em uma manta embaixo de um guarda-chuva lilás	Uma mulher descalça está parada em cima de um cobertor perto de um guarda-chuva lilás	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A shoeless woman is sitting on a blanket under a lavender umbrella	A shoeless woman is standing over a blanket near a lavender umbrella	FLICKR	FLICKR	TRAIN
6301	Uma mulher, sem sapato, está sentada com um cobertor sob um guarda-chuva lilás	O homem está sentado do lado de fora sob um guarda-chuva roxo	NEUTRAL	1.8	A_neutral_B	B_neutral_A	A woman, who is shoeless, is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	FLICKR	FLICKR	TRAIN
6302	Uma mulher descalça está parada em cima de um cobertor perto de um guarda-chuva lilás	O homem está sentado do lado de fora sob um guarda-chuva roxo	NEUTRAL	2.835	A_neutral_B	B_neutral_A	A shoeless woman is standing over a blanket near a lavender umbrella	The man is sitting outside under a purple umbrella	FLICKR	FLICKR	TRAIN
6303	O homem está sentado ao ar livre sob um guarda-chuva roxo	Uma mulher descalça está sentada em uma manta embaixo de um guarda-chuva lilás	NEUTRAL	2.8	A_neutral_B	B_neutral_A	The man is sitting outdoors under a purple umbrella	A shoeless woman is sitting on a blanket under a lavender umbrella	FLICKR	FLICKR	TEST
6304	O homem está sentado em uma área coberta	Uma mulher descalça está sentada em uma manta embaixo de um guarda-chuva lilás	NEUTRAL	1.2	A_neutral_B	B_neutral_A	The man is sitting indoors	A shoeless woman is sitting on a blanket under a lavender umbrella	FLICKR	FLICKR	TEST
6305	Uma mulher descalça está sentada em uma manta embaixo de um guarda-chuva lilás	O homem está sentado do lado de fora sob um guarda-chuva roxo	NEUTRAL	3	A_neutral_B	B_neutral_A	A shoeless woman is sitting on a blanket under a lavender umbrella	The man is sitting outside under a purple umbrella	FLICKR	FLICKR	TRAIN
6306	A mulher está brincando com dois jovens meninos em um parque	Uma mulher está brincando com dois meninos jovens em um parque	ENTAILMENT	5	A_entails_B	B_entails_A	The woman is playing with two young boys at a park	A woman is playing with two young boys at a park	FLICKR	FLICKR	TRAIN
6307	Uma mulher está brincando com dois meninos jovens em um parque	Não tem nenhuma mulher brincando com dois jovens meninos no parque	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A woman is playing with two young boys at a park	There is no woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN
6308	Uma senhora está parada perto de três crianças	Uma mulher está de pé perto de três crianças	ENTAILMENT	4.9	A_entails_B	B_entails_A	A lady is standing near three children	A woman is standing near three children	FLICKR	FLICKR	TRAIN
6309	Uma mulher está de pé perto de três crianças	Não tem nenhuma mulher parada perto de três crianças	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A woman is standing near three children	There is no woman standing near three children	FLICKR	FLICKR	TRAIN
6310	Uma mulher está brincando com dois meninos jovens em um parque	Uma senhora está parada perto de três crianças	NEUTRAL	3	A_neutral_B	B_neutral_A	A woman is playing with two young boys at a park	A lady is standing near three children	FLICKR	FLICKR	TRAIN
6311	Não tem nenhuma mulher parada perto de três crianças	Uma mulher está brincando com dois meninos jovens em um parque	NEUTRAL	2.7	A_neutral_B	B_neutral_A	There is no woman standing near three children	A woman is playing with two young boys at a park	FLICKR	FLICKR	TRAIN
6312	A mulher está brincando com dois jovens meninos em um parque	Uma mulher está de pé perto de três crianças	NEUTRAL	2.5	A_neutral_B	B_neutral_A	The woman is playing with two young boys at a park	A woman is standing near three children	FLICKR	FLICKR	TEST
6313	Uma mulher está de pé perto de três crianças	Não tem nenhuma mulher brincando com dois jovens meninos no parque	NEUTRAL	2.1	A_neutral_B	B_neutral_A	A woman is standing near three children	There is no woman playing with two young boys at a park	FLICKR	FLICKR	TRAIN
6314	Uma mulher está de pé perto de três crianças	Uma mulher está brincando com dois meninos jovens em um parque	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A woman is standing near three children	A woman is playing with two young boys at a park	FLICKR	FLICKR	TEST
6315	Um cachorro amarelo está correndo com neve branca em um dia muito ensolarado	Um cachorro amarelo está correndo na neve branca em um dia de sol	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A yellow dog is running on white snow on a very sunny day	A yellow dog is running on white snow on a sunny day	FLICKR	FLICKR	TRIAL
6316	Um cachorro amarelo está parando na neve branca em um dia ensolarado	Um cachorro amarelo está correndo na neve branca em um dia de sol	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A yellow dog is stopping on white snow on a sunny day	A yellow dog is running on white snow on a sunny day	FLICKR	FLICKR	TRAIN
6317	Um cachorro caramelo está correndo pela neve	Um cachorro, que é caramelo, está atravessando a neve	ENTAILMENT	4.9	A_entails_B	B_entails_A	A tan dog is running through the snow	A dog, which is tan, is running through the snow	FLICKR	FLICKR	TRAIN
6318	Um cachorro caramelo está descansando na neve	Um cachorro caramelo está correndo pela neve	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	A tan dog is resting in the snow	A tan dog is running through the snow	FLICKR	FLICKR	TRAIN
6319	Um cachorro amarelo está correndo na neve branca em um dia de sol	Um cachorro, que é caramelo, está atravessando a neve	ENTAILMENT	3.8	A_entails_B	B_neutral_A	A yellow dog is running on white snow on a sunny day	A dog, which is tan, is running through the snow	FLICKR	FLICKR	TRAIN
6320	Um cachorro caramelo está descansando na neve	Um cachorro amarelo está correndo na neve branca em um dia de sol	NEUTRAL	3	A_neutral_B	B_neutral_A	A tan dog is resting in the snow	A yellow dog is running on white snow on a sunny day	FLICKR	FLICKR	TEST
6321	Um cachorro amarelo está correndo com neve branca em um dia muito ensolarado	Um cachorro caramelo está correndo pela neve	NEUTRAL	3	A_neutral_B	B_neutral_A	A yellow dog is running on white snow on a very sunny day	A tan dog is running through the snow	FLICKR	FLICKR	TRAIN
6322	Um cachorro caramelo está correndo pela neve	Um cachorro amarelo está parando na neve branca em um dia ensolarado	NEUTRAL	2.765	A_neutral_B	B_neutral_A	A tan dog is running through the snow	A yellow dog is stopping on white snow on a sunny day	FLICKR	FLICKR	TEST
